Cochrane.Review.ID	Author.s.	Title	Year	Keywords	DOI	URL	Cochrane.Review.Group.Code	base_id	version
CD000068.PUB2	Farquhar, C; Prentice, A; Singla, AA; Selak, V	Danazol for pelvic pain associated with endometriosis	2007	Danazol [*therapeutic use]; Endometriosis [*drug therapy]; Estrogen Antagonists [*therapeutic use]; Female; Humans; Pelvic Pain [*drug therapy]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000068.pub2	http://dx.doi.org/10.1002/14651858.CD000068.pub2	Gynaecology and Fertility	CD000068	2
CD000069.PUB2	Hughes, E; Brown, J; Tiffin, G	Danazol for unexplained subfertility	2007	Danazol [*therapeutic use]; Estrogen Antagonists [*therapeutic use]; Female; Humans; Infertility, Female [*drug therapy]	10.1002/14651858.CD000069.pub2	http://dx.doi.org/10.1002/14651858.CD000069.pub2	Gynaecology and Fertility	CD000069	2
CD000070.PUB2	Walkinshaw, SA	Dietary regulation for 'gestational diabetes'	1996	Diabetes, Gestational [*diet therapy]; Female; Humans; Pregnancy; Pregnancy Outcome	10.1002/14651858.CD000070.pub2	http://dx.doi.org/10.1002/14651858.CD000070.pub2	Pregnancy and Childbirth	CD000070	2
CD000071.PUB4	Orrapin, S; Benyakorn, T; Howard, DPJ; Siribumrungwong, B; Rerkasem, K	Patches of different types for carotid patch angioplasty	2021	*Blood Vessel Prosthesis [adverse effects]; *Polyethylene Terephthalates [adverse effects]; *Polytetrafluoroethylene [adverse effects]; Aneurysm, False [epidemiology]; Angioplasty [methods]; Bias; Bioprosthesis; Carotid Stenosis; Endarterectomy, Carotid [classification, *methods, mortality]; Humans; Postoperative Complications [epidemiology, etiology, mortality, prevention & control]; Randomized Controlled Trials as Topic; Saphenous Vein; Stroke [epidemiology, etiology, mortality, *prevention & control]	10.1002/14651858.CD000071.pub4	http://dx.doi.org/10.1002/14651858.CD000071.pub4	Stroke	CD000071	4
CD000072.PUB3	Reeves, S; Pelone, F; Harrison, R; Goldman, J; Zwarenstein, M	Interprofessional collaboration to improve professional practice and healthcare outcomes	2017	*Cooperative Behavior; *Health Personnel; *Interprofessional Relations; *Professional Practice; Allied Health Occupations; Checklist; Delivery of Health Care; Female; Humans; Nurses; Pharmacists; Physicians; Quality of Health Care; Randomized Controlled Trials as Topic; Social Workers; Telecommunications	10.1002/14651858.CD000072.pub3	http://dx.doi.org/10.1002/14651858.CD000072.pub3	Effective Practice and Organisation of Care	CD000072	3
CD000073.PUB2	Alfirevic, Z; Neilson, JP	Doppler ultrasound for fetal assessment in high risk pregnancies	2010	*Pregnancy, High‐Risk; *Ultrasonography, Doppler; *Ultrasonography, Prenatal; Blood Flow Velocity; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic; Umbilical Arteries [*diagnostic imaging]	10.1002/14651858.CD000073.pub2	http://dx.doi.org/10.1002/14651858.CD000073.pub2	Pregnancy and Childbirth	CD000073	2
CD000074.PUB2	Henderson‐Smart, DJ; Steer, PA	Doxapram treatment for apnea in preterm infants	2004	Aminophylline [therapeutic use]; Apnea [*drug therapy]; Doxapram [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [*drug therapy]; Respiratory System Agents [*therapeutic use]	10.1002/14651858.CD000074.pub2	http://dx.doi.org/10.1002/14651858.CD000074.pub2	Neonatal	CD000074	2
CD000075	Henderson‐Smart, DJ; Steer, PA	Doxapram versus methylxanthine for apnea in preterm infants	2000	Aminophylline [therapeutic use]; Apnea [*drug therapy]; Doxapram [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [*drug therapy]; Randomized Controlled Trials as Topic; Respiratory System Agents [*therapeutic use]; Theophylline [*therapeutic use]; Xanthines [*therapeutic use]	10.1002/14651858.CD000075	http://dx.doi.org/10.1002/14651858.CD000075	Neonatal	CD000075	1
CD000076.PUB2	Tharyan, P; Adams, CE	Electroconvulsive therapy for schizophrenia	2005	*Electroconvulsive Therapy; Humans; Randomized Controlled Trials as Topic; Schizophrenia [*therapy]	10.1002/14651858.CD000076.pub2	http://dx.doi.org/10.1002/14651858.CD000076.pub2	Schizophrenia	CD000076	2
CD000077	Alfirevic, Z	Early amniocentesis versus transabdominal chorion villus sampling for prenatal diagnosis	1999	*Amniocentesis; *Chorionic Villi Sampling; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000077	http://dx.doi.org/10.1002/14651858.CD000077	Pregnancy and Childbirth	CD000077	1
CD000078.PUB3	Alfirevic, Z; Milan, SJ; Livio, S	Caesarean section versus vaginal delivery for preterm birth in singletons	2013	*Delivery, Obstetric; *Obstetric Labor, Premature; Birth Injuries [etiology]; Cesarean Section [adverse effects]; Elective Surgical Procedures; Female; Humans; Infant, Newborn; Infant, Premature; Infant, Small for Gestational Age; Perinatal Mortality; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000078.pub3	http://dx.doi.org/10.1002/14651858.CD000078.pub3	Pregnancy and Childbirth	CD000078	3
CD000079	Say, L; Gülmezoglu, AM; Hofmeyr, GJ	Transcutaneous electrostimulation for suspected placental insufficiency (diagnosed by Doppler studies)	1996	*Electric Stimulation Therapy; Female; Fetal Growth Retardation [therapy]; Humans; Placental Insufficiency [diagnostic imaging, *therapy]; Pregnancy; Ultrasonography, Doppler	10.1002/14651858.CD000079	http://dx.doi.org/10.1002/14651858.CD000079	Pregnancy and Childbirth	CD000079	1
CD000080	Kramer, MS	Energy/protein restriction for high weight‐for‐height or weight gain during pregnancy	1996	*Diet; *Weight Gain; Diet, Protein‐Restricted; Diet, Reducing; Energy Intake; Female; Humans; Obesity [*prevention & control]; Pregnancy; Pregnancy Complications [*prevention & control]	10.1002/14651858.CD000080	http://dx.doi.org/10.1002/14651858.CD000080	Pregnancy and Childbirth	CD000080	1
CD000081.PUB3	Jiang, H; Qian, X; Carroli, G; Garner, P	Selective versus routine use of episiotomy for vaginal birth	2017	*Episiotomy [adverse effects, methods, standards]; *Parturition; Apgar Score; Blood Loss, Surgical; Dyspareunia [epidemiology]; Female; Humans; Pain Measurement; Parity; Perineum [*injuries, surgery]; Pregnancy; Randomized Controlled Trials as Topic; Surgical Wound Infection [epidemiology]; Urinary Incontinence [epidemiology]	10.1002/14651858.CD000081.pub3	http://dx.doi.org/10.1002/14651858.CD000081.pub3	Pregnancy and Childbirth	CD000081	3
CD000082.PUB3	Hofmeyr, GJ; Kulier, R; West, HM	Expedited versus conservative approaches for vaginal delivery in breech presentation	2015	*Breech Presentation; Delivery, Obstetric [*methods]; Female; Humans; Pregnancy	10.1002/14651858.CD000082.pub3	http://dx.doi.org/10.1002/14651858.CD000082.pub3	Pregnancy and Childbirth	CD000082	3
CD000083.PUB3	Hofmeyr, GJ; Kulier, R; West, HM	External cephalic version for breech presentation at term	2015	*Breech Presentation; *Term Birth; Cesarean Section; Female; Humans; Pregnancy; Pregnancy Outcome; Randomized Controlled Trials as Topic; Version, Fetal [*methods]	10.1002/14651858.CD000083.pub3	http://dx.doi.org/10.1002/14651858.CD000083.pub3	Pregnancy and Childbirth	CD000083	3
CD000084.PUB3	Hutton, EK; Hofmeyr, GJ; Dowswell, T	External cephalic version for breech presentation before term	2015	Breech Presentation [*prevention & control]; Female; Humans; Pregnancy; Pregnancy Trimester, Third; Premature Birth [etiology]; Randomized Controlled Trials as Topic; Version, Fetal [adverse effects, *methods]	10.1002/14651858.CD000084.pub3	http://dx.doi.org/10.1002/14651858.CD000084.pub3	Pregnancy and Childbirth	CD000084	3
CD000085.PUB2	Jacobs‐Jokhan, D; Hofmeyr, GJ	Extra‐abdominal versus intra‐abdominal repair of the uterine incision at caesarean section	2004	*Cesarean Section [methods]; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic; Uterus [*surgery]	10.1002/14651858.CD000085.pub2	http://dx.doi.org/10.1002/14651858.CD000085.pub2	Pregnancy and Childbirth	CD000085	2
CD000086.PUB2	Parker, MJ; Handoll, HHG	Replacement arthroplasty versus internal fixation for extracapsular hip fractures in adults	2006	*Fracture Fixation, Internal; *Hip Prosthesis; Hip Fractures [*surgery]; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD000086.pub2	http://dx.doi.org/10.1002/14651858.CD000086.pub2	Bone, Joint and Muscle Trauma	CD000086	2
CD000087	Hughes, E; Collins, J; Vandekerckhove, P	Ovulation induction with urinary follicle stimulating hormone versus human menopausal gonadotropin for clomiphene‐resistant polycystic ovary syndrome	1996	Clomiphene [therapeutic use]; Estrogen Antagonists [therapeutic use]; Female; Fertility Agents, Female [*therapeutic use]; Follicle Stimulating Hormone [*therapeutic use]; Humans; Infertility, Female [*drug therapy, *etiology]; Menotropins [*therapeutic use]; Ovarian Hyperstimulation Syndrome [etiology]; Ovulation Induction [*methods]; Polycystic Ovary Syndrome [*complications, drug therapy]; Pregnancy	10.1002/14651858.CD000087	http://dx.doi.org/10.1002/14651858.CD000087	Gynaecology and Fertility	CD000087	1
CD000088.PUB3	Pharoah, F; Mari, JJ; Rathbone, J; Wong, W	Family intervention for schizophrenia	2010	*Expressed Emotion; *Family Therapy; *Social Support; Family Relations; Humans; Randomized Controlled Trials as Topic; Schizophrenia [*therapy]; Secondary Prevention	10.1002/14651858.CD000088.pub3	http://dx.doi.org/10.1002/14651858.CD000088.pub3	Schizophrenia	CD000088	3
CD000089.PUB2	Yorke, J; Shuldham, C	Family therapy for asthma in children	2005	*Family Therapy; Adult; Age Factors; Anti‐Asthmatic Agents [therapeutic use]; Asthma [*therapy]; Child; Combined Modality Therapy; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD000089.pub2	http://dx.doi.org/10.1002/14651858.CD000089.pub2	Airways	CD000089	2
CD000091.PUB2	Hao, Z; Liu, M; Counsell, C; Wardlaw, JM; Lin, S; Zhao, X	Fibrinogen depleting agents for acute ischaemic stroke	2012	Ancrod [adverse effects, *therapeutic use]; Batroxobin [adverse effects, *therapeutic use]; Brain Ischemia [*drug therapy]; Fibrinolytic Agents [adverse effects, *therapeutic use]; Humans; Intracranial Hemorrhages [chemically induced]; Randomized Controlled Trials as Topic; Stroke [*drug therapy, mortality]	10.1002/14651858.CD000091.pub2	http://dx.doi.org/10.1002/14651858.CD000091.pub2	Stroke	CD000091	2
CD000092	Vandekerckhove, P; Lilford, R; Harada, T; Hughes, E; Watson, A	Oil‐soluble versus water‐soluble media for assessing tubal patency with hysterosalpingography or laparoscopy in subfertile women	1996	*Contrast Media; *Fallopian Tubes; *Hysterosalpingography; *Laparoscopy; Female; Humans; Infertility, Female [*therapy]; Oils; Rheology; Solubility; Water	10.1002/14651858.CD000092	http://dx.doi.org/10.1002/14651858.CD000092	Gynaecology and Fertility	CD000092	1
CD000093.PUB6	Lewis, SR; Macey, R; Gill, JR; Parker, MJ; Griffin, XL	Cephalomedullary nails versus extramedullary implants for extracapsular hip fractures in older adults	2022	*Fracture Fixation, Intramedullary [adverse effects]; *Hip Fractures [surgery]; Aged; Aged, 80 and over; Bone Nails; Female; Fracture Fixation, Internal; Humans; Middle Aged; Nails; Systematic Reviews as Topic	10.1002/14651858.CD000093.pub6	http://dx.doi.org/10.1002/14651858.CD000093.pub6	Bone, Joint and Muscle Trauma	CD000093	6
CD000094	Candelise, L; Ciccone, A	Gangliosides for acute ischaemic stroke	2001	Acute Disease; Brain Ischemia [drug therapy]; G(M1) Ganglioside [therapeutic use]; Gangliosides [*therapeutic use]; Humans; Stroke [*drug therapy]	10.1002/14651858.CD000094	http://dx.doi.org/10.1002/14651858.CD000094	Stroke	CD000094	1
CD000095.PUB2	Jepson, RG; Kleijnen, J; Leng, GC	Garlic for peripheral arterial occlusive disease	2013	*Garlic; *Phytotherapy; *Plants, Medicinal; Adult; Aged; Arterial Occlusive Diseases [*drug therapy]; Female; Humans; Male; Middle Aged; Peripheral Arterial Disease [*drug therapy]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000095.pub2	http://dx.doi.org/10.1002/14651858.CD000095.pub2	Vascular	CD000095	2
CD000096.PUB2	Righetti, E; Celani, MG; Cantisani, TA; Sterzi, R; Boysen, G; Ricci, S	Glycerol for acute stroke	2004	Brain Edema [etiology, prevention & control]; Brain Ischemia [drug therapy]; Glycerol [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Stroke [complications, *drug therapy, mortality]	10.1002/14651858.CD000096.pub2	http://dx.doi.org/10.1002/14651858.CD000096.pub2	Stroke	CD000096	2
CD000097.PUB2	Hughes, E; Collins, J; Vandekerckhove, P	Gonadotrophin‐releasing hormone analogue as an adjunct to gonadotropin therapy for clomiphene‐resistant polycystic ovarian syndrome	1996	Clomiphene [*therapeutic use]; Drug Resistance; Drug Therapy, Combination; Female; Fertility Agents, Female [*therapeutic use]; Gonadotropins [*therapeutic use]; Gonadotropin‐Releasing Hormone [*therapeutic use]; Humans; Menotropins [*therapeutic use]; Polycystic Ovary Syndrome [*drug therapy]	10.1002/14651858.CD000097.pub2	http://dx.doi.org/10.1002/14651858.CD000097.pub2	Gynaecology and Fertility	CD000097	2
CD000098	Brocklehurst, P	Antibiotics for gonorrhoea in pregnancy	2002	Anti‐Bacterial Agents [*therapeutic use]; Female; Gonorrhea [*drug therapy, *transmission]; Humans; Infant, Newborn; Infectious Disease Transmission, Vertical [*prevention & control]; Pregnancy; Pregnancy Complications, Infectious [*drug therapy]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000098	http://dx.doi.org/10.1002/14651858.CD000098	Pregnancy and Childbirth	CD000098	1
CD000099.PUB4	Sood, A; Mohiyiddeen, G; Ahmad, G; Fitzgerald, C; Watson, A; Mohiyiddeen, L	Growth hormone for in vitro fertilisation (IVF)	2021	*Abortion, Spontaneous; *Growth Hormone [therapeutic use]; Female; Fertilization in Vitro; Humans; Live Birth [epidemiology]; Ovulation Induction; Pregnancy; Pregnancy Rate; Sperm Injections, Intracytoplasmic	10.1002/14651858.CD000099.pub4	http://dx.doi.org/10.1002/14651858.CD000099.pub4	Gynaecology and Fertility	CD000099	4
CD000100.PUB3	Chen, W; Gluud, C	Vaccines for preventing hepatitis B in health‐care workers	2005	*Health Personnel; *Hepatitis B Vaccines; Hepatitis B [*prevention & control, transmission]; Humans; Infectious Disease Transmission, Patient-to-Professional [*prevention & control]; Occupational Diseases [*prevention & control]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000100.pub3	http://dx.doi.org/10.1002/14651858.CD000100.pub3	Hepato-Biliary	CD000100	3
CD000101.PUB2	Scott, JR; Pattison, N	Human chorionic gonadotrophin for recurrent miscarriage	1996	Abortion, Habitual [*prevention & control]; Chorionic Gonadotropin [*therapeutic use]; Female; Humans; Pregnancy	10.1002/14651858.CD000101.pub2	http://dx.doi.org/10.1002/14651858.CD000101.pub2	Pregnancy and Childbirth	CD000101	2
CD000102	Brocklehurst, P	Interventions for reducing the risk of mother‐to‐child transmission of HIV infection	2002	*Pregnancy Complications, Infectious; Anti-HIV Agents [therapeutic use]; Cesarean Section; Female; HIV Infections [*prevention & control, *transmission]; Humans; Immunoglobulins, Intravenous [therapeutic use]; Infant, Newborn; Infectious Disease Transmission, Vertical [*prevention & control]; Pregnancy; Vitamin A [therapeutic use]	10.1002/14651858.CD000102	http://dx.doi.org/10.1002/14651858.CD000102	HIV/AIDS	CD000102	1
CD000103.PUB2	Chang, TS; Jensen, MB	Haemodilution for acute ischaemic stroke	2014	Acute Disease; Brain Ischemia [complications, mortality, *therapy]; Combined Modality Therapy [methods]; Hemodilution [*methods, mortality]; Humans; Phlebotomy [methods]; Plasma Substitutes [therapeutic use]; Randomized Controlled Trials as Topic; Stroke [etiology, mortality, *therapy]	10.1002/14651858.CD000103.pub2	http://dx.doi.org/10.1002/14651858.CD000103.pub2	Stroke	CD000103	2
CD000104.PUB4	Cools, F; Offringa, M; Askie, LM	Elective high frequency oscillatory ventilation versus conventional ventilation for acute pulmonary dysfunction in preterm infants	2015	*High‐Frequency Ventilation; Chronic Disease; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [*prevention & control]; Lung Diseases [*prevention & control]; Lung Injury [prevention & control]; Randomized Controlled Trials as Topic; Respiration, Artificial; Respiratory Distress Syndrome, Newborn [therapy]	10.1002/14651858.CD000104.pub4	http://dx.doi.org/10.1002/14651858.CD000104.pub4	Neonatal	CD000104	4
CD000105	Kramer, MS	High protein supplementation in pregnancy	1996	*Dietary Proteins; *Dietary Supplements; Female; Humans; Pregnancy; Pregnancy Outcome; Weight Gain	10.1002/14651858.CD000105	http://dx.doi.org/10.1002/14651858.CD000105	Pregnancy and Childbirth	CD000105	1
CD000106.PUB2	Cameron, ID; Handoll, HHG; Finnegan, TP; Madhok, R; Langhorne, P	Co‐ordinated multidisciplinary approaches for inpatient rehabilitation of older patients with proximal femoral fractures	2009	Aged; Femoral Fractures [rehabilitation]; Hip Fractures [*rehabilitation]; Humans; Inpatients; Patient Care Team; Randomized Controlled Trials as Topic; Treatment Outcome	10.1002/14651858.CD000106.pub2	http://dx.doi.org/10.1002/14651858.CD000106.pub2	Bone, Joint and Muscle Trauma	CD000106	2
